word,kana,ipa,origin
論説,ロンセツ,ɾoɰ̃set͡sɯ,漢
アイカワ,アイカワ,aikaɰa,固
アマガサキ,アマガサキ,amaɡasaki,固
置き物,オキモノ,okimono,和
掛け合う,カケアウ,kakeaɯ,和
聞き流す,キキナガス,kikinaɡasɯ,和
気迫,キハク,kihakɯ,漢
強者,キョウシャ,kʲoːɕa,漢
キヨシ,キヨシ,kijoɕi,固
筋腫,キンシュ,kiĩɕɯ,漢
樟,クス,kɯsɯ,和
朽ちる,クチル,kɯt͡ɕiɾɯ,和
公言,コウゲン,koːɡeɴ,漢
公選,コウセン,koːseɴ,漢
サダオ,サダオ,sadao,固
止血,シケツ,ɕiket͡sɯ,漢
集客,シュウキャク,ɕɯːkʲakɯ,漢
出航,シュッコウ,ɕɯkkoː,漢
ジャスト,ジャスト,d͡ʑasɯto,外
スパイウェア,スパイウェア,sɯpaiɯea,外
蒼白,ソウハク,soːhakɯ,漢
増収,ゾウシュウ,zoːɕɯː,漢
チャプター,チャプター,t͡ɕapɯtaː,外
渡米,トベイ,tobeː,漢
直し,ナオシ,naoɕi,和
寝転ぶ,ネコロブ,nekoɾobɯ,和
払い込み,ハライコミ,haɾaikomi,和
パシフィック,パシフィック,paɕiɸɯikkɯ,外
吹き荒れる,フキアレル,ɸɯkiaɾeɾɯ,和
不向き,フムキ,ɸɯmɯki,混
ベター,ベター,betaː,外
愛でる,メデル,medeɾɯ,和
目する,モクスル,mokɯsɯɾɯ,混
モノクロ,モノクロ,monokɯɾo,外
両氏,リョウシ,ɾʲoːɕi,漢
レインボー,レインボー,ɾeːmboː,外
鵜呑み,ウノミ,ɯnomi,和
オスマン,オスマン,osɯmaɴ,固
干拓,カンタク,kantakɯ,漢
カーニバル,カーニバル,kaːɲibaɾɯ,外
狂犬,キョウケン,kʲoːkeɴ,漢
兼用,ケンヨウ,keɰ̃joː,漢
婚礼,コンレイ,konɾeː,漢
差益,サエキ,saeki,漢
羊歯,シダ,ɕida,和
主旨,シュシ,ɕɯɕi,漢
初戦,ショセン,ɕoseɴ,漢
示談,ジダン,d͡ʑidaɴ,漢
石碑,セキヒ,sekiçi,漢
税源,ゼイゲン,zeːɡeɴ,漢
全会,ゼンカイ,zeŋkai,漢
早春,ソウシュン,soːɕɯɴ,漢
駐輪,チュウリン,t͡ɕɯːɾiɴ,漢
紡ぐ,ツムグ,t͡sɯmɯɡɯ,和
ナノメートル,ナノメートル,nanomeːtoɾɯ,外
標榜,ヒョウボウ,çʲoːboː,漢
フラッグ,フラッグ,ɸɯɾaɡɡɯ,外
ベルサイユ,ベルサイユ,beɾɯsaijɯ,固
抱擁,ホウヨウ,hoːjoː,漢
捲り,マクリ,makɯɾi,和
無敵,ムテキ,mɯteki,漢
メッカ,メッカ,mekka,固
メート,メート,meːto,外
朦朧,モウロウ,moːɾoː,漢
安らぐ,ヤスラグ,jasɯɾaɡɯ,和
洋上,ヨウジョウ,joːʑoː,漢
リューク,リューク,ɾʲɯːkɯ,固
稜線,リョウセン,ɾʲoːseɴ,漢
イグチ,イグチ,iɡɯt͡ɕi,固
ＦＤ,エフディー,eɸɯdeːi,記号
絵巻,エマキ,emaki,混
患部,カンブ,kambɯ,漢
合作,ガッサク,ɡassakɯ,漢
食い付く,クイツク,kɯit͡sɯkɯ,和
くすむ,クスム,kɯsɯmɯ,和
賢者,ケンジャ,kend͡ʑa,漢
殺気,サッキ,sakki,漢
紙片,シヘン,ɕiheɴ,漢
収蔵,シュウゾウ,ɕɯːzoː,漢
シード,シード,ɕiːdo,外
ジョーダン,ジョーダン,d͡ʑoːdaɴ,固
スキーム,スキーム,sɯkiːmɯ,外
生業,セイギョウ,seːɡʲoː,漢
洗脳,センノウ,sennoː,漢
そぐう,ソグウ,soɡɯː,和
タケオ,タケオ,takeo,固
てきぱき,テキパキ,tekipaki,和
泥沼,ドロヌマ,doɾonɯma,和
入籍,ニュウセキ,ɲɯːseki,漢
ハイライト,ハイライト,haiɾaito,外
花形,ハナガタ,hanaɡata,和
パロディー,パロディー,paɾodeːi,外
ペット,ペット,petto,外
ＰＯＰ,ポップ,poppɯ,記号
前歯,マエバ,maeba,和
擬き,モドキ,modoki,和
ヤスイ,ヤスイ,jasɯi,固
抑留,ヨクリュウ,jokɯɾʲɯː,漢
イエス,イエス,iesɯ,外
位牌,イハイ,ihai,漢
ウチ,ウチ,ɯt͡ɕi,固
疎い,ウトイ,ɯtoi,和
唸り声,ウナリゴエ,ɯnaɾiɡoe,和
ＳＡ,エスエー,esɯeː,記号
甘美,カンビ,kambi,漢
がらり,ガラリ,ɡaɾaɾi,和
奇形,キケイ,kikeː,漢
帰する,キスル,kisɯɾɯ,混
胸中,キョウチュウ,kʲoːt͡ɕɯː,漢
比べ物,クラベモノ,kɯɾabemono,和
捜し回る,サガシマワル,saɡaɕimaɰaɾɯ,和
支え合う,ササエアウ,sasaeaɯ,和
尺八,シャクハチ,ɕakɯhat͡ɕi,漢
所帯,ショタイ,ɕotai,漢
重圧,ジュウアツ,d͡ʑɯːat͡sɯ,漢
ステークス,ステークス,sɯteːkɯsɯ,外
総勢,ソウゼイ,soːzeː,漢
タンゴ,タンゴ,taŋɡo,外
短調,タンチョウ,tant͡ɕoː,漢
打診,ダシン,daɕiɴ,漢
知行,チギョウ,t͡ɕiɡʲoː,漢
中一,チュウイチ,t͡ɕɯːit͡ɕi,漢
勤め先,ツトメサキ,t͡sɯtomesaki,和
手下,テシタ,teɕita,和
ＤＩ,ディーアイ,deːiai,記号
トウノ,トウノ,toːno,固
将又,ハタマタ,hatamata,和
バンダイ,バンダイ,bandai,固
皮脂,ヒシ,çiɕi,漢
打ち込む,ブチコム,bɯt͡ɕikomɯ,和
ぶれる,ブレル,bɯɾeɾɯ,和
平素,ヘイソ,heːso,漢
米英,ベイエイ,beːeː,漢
法事,ホウジ,hoːʑi,漢
めんどい,メンドイ,mendoi,混
リメーク,リメーク,ɾimeːkɯ,外
猟師,リョウシ,ɾʲoːɕi,漢
圧勝,アッショウ,aɕɕoː,漢
イヤリング,イヤリング,ijaɾiŋɡɯ,外
エキストラ,エキストラ,ekisɯtoɾa,外
カスタマイズ,カスタマイズ,kasɯtamaizɯ,外
慣例,カンレイ,kanɾeː,漢
学区,ガック,ɡakkɯ,漢
機銃,キジュウ,kiʑɯː,漢
休戦,キュウセン,kʲɯːseɴ,漢
協賛,キョウサン,kʲoːsaɴ,漢
狭心,キョウシン,kʲoːɕiɴ,漢
空調,クウチョウ,kɯːt͡ɕoː,漢
こそこそ,コソコソ,kosokoso,和
シゲコ,シゲコ,ɕiɡeko,固
シマザキ,シマザキ,ɕimazaki,固
職域,ショクイキ,ɕokɯiki,漢
自筆,ジヒツ,d͡ʑiçit͡sɯ,漢
ＧＰＳ,ジーピーエス,d͡ʑiːpiːesɯ,記号
ステッカー,ステッカー,sɯtekkaː,外
整列,セイレツ,seːɾet͡sɯ,漢
単品,タンピン,tampiɴ,漢
断続,ダンゾク,danzokɯ,漢
チェックポイント,チェックポイント,t͡ɕiekkɯpointo,外
沈殿,チンデン,t͡ɕindeɴ,漢
通気,ツウキ,t͡sɯːki,漢
東宝,トウホウ,toːhoː,固
トースター,トースター,toːsɯtaː,外
土石,ドセキ,doseki,漢
ナポリ,ナポリ,napoɾi,固
楢,ナラ,naɾa,和
難聴,ナンチョウ,nant͡ɕoː,漢
ぱちり,パチリ,pat͡ɕiɾi,和
引き継ぎ,ヒキツギ,çikit͡sɯɡi,和
飛翔,ヒショウ,çiɕoː,漢
誹謗,ヒボウ,çiboː,漢
封じ込める,フウジコメル,ɸɯːʑikomeɾɯ,混
踏み躙る,フミニジル,ɸɯmiɲiʑiɾɯ,和
粉砕,フンサイ,ɸɯɰ̃sai,漢
ブレード,ブレード,bɯɾeːdo,外
プライス,プライス,pɯɾaisɯ,外
米価,ベイカ,beːka,漢
豊作,ホウサク,hoːsakɯ,漢
まじ,マジ,maʑi,和
ミヤケ,ミヤケ,mijake,固
目茶目茶,メチャメチャ,met͡ɕamet͡ɕa,和
厘,リン,ɾiɴ,漢
一倍,イチバイ,it͡ɕibai,漢
オカノ,オカノ,okano,固
悍ましい,オゾマシイ,ozomaɕiː,和
きらり,キラリ,kiɾaɾi,和
気流,キリュウ,kiɾʲɯː,漢
近況,キンキョウ,kiŋkʲoː,漢
クリスチャン,クリスチャン,kɯɾisɯt͡ɕaɴ,固
軽微,ケイビ,keːbi,漢
結実,ケツジツ,ket͡sɯʑit͡sɯ,漢
サイキ,サイキ,saiki,固
サザエ,サザエ,sazae,固
四捨,シシャ,ɕiɕa,漢
商号,ショウゴウ,ɕoːɡoː,漢
スクープ,スクープ,sɯkɯːpɯ,外
全角,ゼンカク,zeŋkakɯ,漢
端正,タンセイ,taɰ̃seː,漢
淡白,タンパク,tampakɯ,漢
ダイカンヤマ,ダイカンヤマ,daikaɰ̃jama,固
道義,ドウギ,doːɡi,漢
同質,ドウシツ,doːɕit͡sɯ,漢
土星,ドセイ,doseː,固
南無阿弥陀仏,ナムアミダブツ,namɯamidabɯt͡sɯ,混
ノンフィクション,ノンフィクション,noɰ̃ɸɯikɯɕoɴ,外
パレス,パレス,paɾesɯ,外
控え室,ヒカエシツ,çikaeɕit͡sɯ,混
ホンジョ,ホンジョ,hond͡ʑo,固
マイルド,マイルド,maiɾɯdo,外
ミワ,ミワ,miɰa,固
民話,ミンワ,miĩɰa,漢
ユウラクチョウ,ユウラクチョウ,jɯːɾakɯt͡ɕoː,固
恭しい,ウヤウヤシイ,ɯjaɯjaɕiː,和
押し遣る,オシヤル,oɕijaɾɯ,和
急死,キュウシ,kʲɯːɕi,漢
薬指,クスリユビ,kɯsɯɾijɯbi,和
五入,ゴニュウ,ɡoɲɯː,漢
ゴーヤー,ゴーヤー,ɡoːjaː,和
殺意,サツイ,sat͡sɯi,漢
三塁,サンルイ,sanɾɯi,漢
萎む,シボム,ɕibomɯ,和
酒類,シュルイ,ɕɯɾɯi,漢
シュンイチ,シュンイチ,ɕɯɰ̃it͡ɕi,固
触発,ショクハツ,ɕokɯhat͡sɯ,漢
親和,シンワ,ɕiĩɰa,漢
自販,ジハン,d͡ʑihaɴ,漢
十二分,ジュウニブン,d͡ʑɯːɲibɯɴ,漢
ＧＩＦ,ジーアイエフ,d͡ʑiːaieɸɯ,記号
助兵衛,スケベエ,sɯkebeː,混
筋書き,スジガキ,sɯʑiɡaki,和
性向,セイコウ,seːkoː,漢
接地,セッチ,sett͡ɕi,漢
選好,センコウ,seŋkoː,漢
ソケット,ソケット,soketto,外
太平,タイヘイ,taiheː,漢
琢磨,タクマ,takɯma,漢
溜め池,タメイケ,tameːke,和
ダリア,ダリア,daɾia,外
連れ込む,ツレコム,t͡sɯɾekomɯ,和
手近,テヂカ,teʑika,和
トバ,トバ,toba,固
ドウジ,ドウジ,doːʑi,固
年俸,ネンポウ,nempoː,漢
廃車,ハイシャ,haiɕa,漢
爆音,バクオン,bakɯoɴ,漢
バッファー,バッファー,baɸɸɯaː,外
物色,ブッショク,bɯɕɕokɯ,漢
待ち遠しい,マチドオシイ,mat͡ɕidoːɕiː,和
躍起,ヤッキ,jakki,和
読み物,ヨミモノ,jomimono,和
りん,リン,ɾiɴ,和
レイ,レイ,ɾeː,固
行灯,アンドン,andoɴ,漢
岩山,イワヤマ,iɰajama,和
受け手,ウケテ,ɯkete,和
炎上,エンジョウ,end͡ʑoː,漢
改竄,カイザン,kaizaɴ,漢
業過,ギョウカ,ɡʲoːka,漢
屈託,クッタク,kɯttakɯ,漢
コバヤカワ,コバヤカワ,kobajakaɰa,固
混血,コンケツ,koŋket͡sɯ,漢
呉服,ゴフク,ɡoɸɯkɯ,漢
首席,シュセキ,ɕɯseki,漢
新薬,シンヤク,ɕiĩjakɯ,漢
地滑り,ジスベリ,d͡ʑisɯbeɾi,混
ＪＩＣＡ,ジャイカ,d͡ʑaika,固
熟睡,ジュクスイ,d͡ʑɯkɯsɯi,漢
炭火,スミビ,sɯmibi,和
尊皇,ソンノウ,sonnoː,漢
ちぎれる,チギレル,t͡ɕiɡiɾeɾɯ,和
調製,チョウセイ,t͡ɕoːseː,漢
ツルミ,ツルミ,t͡sɯɾɯmi,固
鉄則,テッソク,tessokɯ,漢
ＤＫ,ディーケー,deːikeː,記号
土着,ドチャク,dot͡ɕakɯ,漢
ドラマチック,ドラマチック,doɾamat͡ɕikkɯ,外
ナンセンス,ナンセンス,naɰ̃seɰ̃sɯ,外
煮える,ニエル,ɲieɾɯ,和
ハヤト,ハヤト,hajato,固
復員,フクイン,ɸɯkɯiɴ,漢
ヘイジョウ,ヘイジョウ,heːʑoː,固
没後,ボツゴ,bot͡sɯɡo,漢
マツザカ,マツザカ,mat͡sɯzaka,固
目次,モクジ,mokɯʑi,漢
躍動,ヤクドウ,jakɯdoː,漢
揶揄,ヤユ,jajɯ,漢
リナックス,リナックス,ɾinakkɯsɯ,外
老若,ロウニャク,ɾoːɲakɯ,漢
湧き出る,ワキデル,ɰakideɾɯ,和
生け花,イケバナ,ikebana,和
紙切れ,カミキレ,kamikiɾe,和
甕棺,カメカン,kamekaɴ,混
きもい,キモイ,kimoi,混
キャッチフレーズ,キャッチフレーズ,kʲatt͡ɕiɸɯɾeːzɯ,外
吸血,キュウケツ,kʲɯːket͡sɯ,漢
急所,キュウショ,kʲɯːɕo,漢
黒ずむ,クロズム,kɯɾozɯmɯ,和
懸案,ケンアン,keɰ̃aɴ,漢
光熱,コウネツ,koːnet͡sɯ,漢
古都,コト,koto,漢
さす,サス,sasɯ,和
述懐,ジュッカイ,d͡ʑɯkkai,漢
ちゃり,チャリ,t͡ɕaɾi,和
通年,ツウネン,t͡sɯːneɴ,漢
読本,トクホン,tokɯhoɴ,漢
同類,ドウルイ,doːɾɯi,漢
爬虫,ハチュウ,hat͡ɕɯː,漢
白血,ハッケツ,hakket͡sɯ,漢
バースデー,バースデー,baːsɯdeː,外
バーバラ,バーバラ,baːbaɾa,固
光り輝く,ヒカリカガヤク,çikaɾikaɡajakɯ,和
一握り,ヒトニギリ,çitoɲiɡiɾi,和
漂白,ヒョウハク,çʲoːhakɯ,漢
ビンテージ,ビンテージ,binteːʑi,外
ホタカ,ホタカ,hotaka,固
仄めかす,ホノメカス,honomekasɯ,和
水溜まり,ミズタマリ,mizɯtamaɾi,和
模する,モスル,mosɯɾɯ,混
アスリート,アスリート,asɯɾiːto,外
アレンジメント,アレンジメント,aɾend͡ʑimento,外
アンバランス,アンバランス,ambaɾaɰ̃sɯ,外
庵,イオリ,ioɾi,和
イスズ,イスズ,isɯzɯ,固
息吹き,イブキ,ibɯki,和
絵師,エシ,eɕi,漢
エレクトロニクス,エレクトロニクス,eɾekɯtoɾoɲikɯsɯ,外
カツ,カツ,kat͡sɯ,固
冠,カン,kaɴ,漢
キイチ,キイチ,kiːt͡ɕi,固
聞き入る,キキイル,kikiːɾɯ,和
キロヘルツ,キロヘルツ,kiɾoheɾɯt͡sɯ,外
義塾,ギジュク,ɡiʑɯkɯ,漢
ぎらぎら,ギラギラ,ɡiɾaɡiɾa,和
くどい,クドイ,kɯdoi,和
黒潮,クロシオ,kɯɾoɕio,和
ケニア,ケニア,keɲia,固
皇位,コウイ,koːi,漢
コーポレーション,コーポレーション,koːpoɾeːɕoɴ,外
如く,シク,ɕikɯ,和
失神,シッシン,ɕiɕɕiɴ,漢
シャーシー,シャーシー,ɕaːɕiː,外
出入国,シュツニュウコク,ɕɯt͡sɯɲɯːkokɯ,漢
スミコ,スミコ,sɯmiko,固
セッツ,セッツ,sett͡sɯ,固
立ち返る,タチカエル,tat͡ɕikaeɾɯ,和
抱き寄せる,ダキヨセル,dakijoseɾɯ,和
追,ツイ,t͡sɯi,漢
電解,デンカイ,deŋkai,漢
トリオ,トリオ,toɾio,外
取り纏め,トリマトメ,toɾimatome,和
どうこう,ドウコウ,doːkoː,和
農道,ノウドウ,noːdoː,漢
喉元,ノドモト,nodomoto,和
溌剌,ハツラツ,hat͡sɯɾat͡sɯ,漢
風物,フウブツ,ɸɯːbɯt͡sɯ,漢
フェミニズム,フェミニズム,ɸɯemiɲizɯmɯ,外
ふらつく,フラツク,ɸɯɾat͡sɯkɯ,和
細切り,ホソギリ,hosoɡiɾi,和
見越す,ミコス,mikosɯ,和
盲,モウ,moː,漢
ローテーション,ローテーション,ɾoːteːɕoɴ,外
入れ物,イレモノ,iɾemono,和
ＬＶ,エルブイ,eɾɯbɯi,記号
醸す,カモス,kamosɯ,和
がらん,ガラン,ɡaɾaɴ,和
岸辺,キシベ,kiɕibe,和
北口,キタグチ,kitaɡɯt͡ɕi,和
グルジア,グルジア,ɡɯɾɯʑia,固
公序,コウジョ,koːʑo,漢
高炉,コウロ,koːɾo,漢
事欠く,コトカク,kotokakɯ,和
湖畔,コハン,kohaɴ,漢
サバイバル,サバイバル,sabaibaɾɯ,外
スクリュー,スクリュー,sɯkɯɾʲɯː,外
誓約,セイヤク,seːjakɯ,漢
切羽詰まる,セッパツマル,seppat͡sɯmaɾɯ,和
背伸び,セノビ,senobi,和
専従,センジュウ,send͡ʑɯː,漢
争奪,ソウダツ,soːdat͡sɯ,漢
ソロモン,ソロモン,soɾomoɴ,固
タカハラ,タカハラ,takahaɾa,固
ちょこちょこ,チョコチョコ,t͡ɕokot͡ɕoko,和
トロイ,トロイ,toɾoi,固
中程,ナカホド,nakahodo,和
納屋,ナヤ,naja,混
ナルト,ナルト,naɾɯto,固
ナレーション,ナレーション,naɾeːɕoɴ,外
ノビタ,ノビタ,nobita,固
雛祭り,ヒナマツリ,çinamat͡sɯɾi,和
ヒラタ,ヒラタ,çiɾata,固
ヒラド,ヒラド,çiɾado,固
ぴりぴり,ピリピリ,piɾipiɾi,和
不順,フジュン,ɸɯʑɯɴ,漢
ベンジャミン,ベンジャミン,bend͡ʑamiɴ,固
丸出し,マルダシ,maɾɯdaɕi,和
脈絡,ミャクラク,mʲakɯɾakɯ,漢
山並み,ヤマナミ,jamanami,和
連戦,レンセン,ɾeɰ̃seɴ,漢
悪者,ワルモノ,ɰaɾɯmono,和
空き家,アキヤ,akija,和
オウウ,オウウ,oːɯ,固
王道,オウドウ,oːdoː,漢
オオイズミ,オオイズミ,oːizɯmi,固
教え子,オシエゴ,oɕieɡo,和
主立つ,オモダツ,omodat͡sɯ,和
オリオン,オリオン,oɾioɴ,固
オー,オー,oː,固
関わり合う,カカワリアウ,kakaɰaɾiaɯ,和
掻き集める,カキアツメル,kakiat͡sɯmeɾɯ,和
画策,カクサク,kakɯsakɯ,漢
巻頭,カントウ,kantoː,漢
甲斐,ガイ,ɡai,和
学徒,ガクト,ɡakɯto,漢
岩盤,ガンバン,ɡambaɴ,漢
欺瞞,ギマン,ɡimaɴ,漢
くたくた,クタクタ,kɯtakɯta,和
愚,グ,ɡɯ,漢
ぐる,グル,ɡɯɾɯ,和
敬愛,ケイアイ,keːai,漢
拘置,コウチ,koːt͡ɕi,漢
コネ,コネ,kone,外
懺悔,ザンゲ,zaŋɡe,漢
庶務,ショム,ɕomɯ,漢
スタメン,スタメン,sɯtameɴ,外
生誕,セイタン,seːtaɴ,漢
セレモニー,セレモニー,seɾemoɲiː,外
船上,センジョウ,send͡ʑoː,漢
前々,ゼンゼン,zenzeɴ,漢
前部,ゼンブ,zembɯ,漢
算盤,ソロバン,soɾobaɴ,漢
作り直す,ツクリナオス,t͡sɯkɯɾinaosɯ,和
トカチ,トカチ,tokat͡ɕi,固
飛び切り,トビキリ,tobikiɾi,和
動,ドウ,doː,漢
怒鳴り付ける,ドナリツケル,donaɾit͡sɯkeɾɯ,和
熱量,ネツリョウ,net͡sɯɾʲoː,漢
ネーチャー,ネーチャー,neːt͡ɕaː,外
発刊,ハッカン,hakkaɴ,漢
パワフル,パワフル,paɰaɸɯɾɯ,外
便箋,ビンセン,biĩseɴ,漢
振れる,フレル,ɸɯɾeɾɯ,和
マージン,マージン,maːʑiɴ,外
未聞,ミモン,mimoɴ,漢
めげる,メゲル,meɡeɾɯ,和
悠然,ユウゼン,jɯːzeɴ,漢
有毒,ユウドク,jɯːdokɯ,漢
余所者,ヨソモノ,josomono,和
リビア,リビア,ɾibia,固
リブ,リブ,ɾibɯ,外
遺留,イリュウ,iɾʲɯː,漢
潤す,ウルオス,ɯɾɯosɯ,和
オウメ,オウメ,oːme,固
オオムラ,オオムラ,oːmɯɾa,固
御巡り,オマワリ,omaɰaɾi,和
オーディション,オーディション,oːdeːɕoɴ,外
帰依,キエ,kie,漢
空席,クウセキ,kɯːseki,漢
クレープ,クレープ,kɯɾeːpɯ,外
グラビア,グラビア,ɡɯɾabia,外
ゲン,ゲン,ɡeɴ,固
颯爽,サッソウ,sassoː,漢
杓子,シャクシ,ɕakɯɕi,漢
水防,スイボウ,sɯiboː,漢
刷り,スリ,sɯɾi,和
総力,ソウリョク,soːɾʲokɯ,漢
耐,タイ,tai,漢
ダイセツ,ダイセツ,daiset͡sɯ,固
ダビング,ダビング,dabiŋɡɯ,外
鎮守,チンジュ,t͡ɕind͡ʑɯ,漢
低速,テイソク,teːsokɯ,漢
照れ,テレ,teɾe,和
どっぷり,ドップリ,doppɯɾi,和
撫で下ろす,ナデオロス,nadeoɾosɯ,和
ノブタカ,ノブタカ,nobɯtaka,固
剥奪,ハクダツ,hakɯdat͡sɯ,漢
蛤,ハマグリ,hamaɡɯɾi,和
パリーグ,パリーグ,paɾiːɡɯ,外
憑依,ヒョウイ,çʲoːi,漢
風疹,フウシン,ɸɯːɕiɴ,漢
法曹,ホウソウ,hoːsoː,漢
マウント,マウント,maɯnto,外
物の怪,モノノケ,mononoke,和
文科,モンカ,moŋka,漢
ユートピア,ユートピア,jɯːtopia,固
レオ,レオ,ɾeo,固
倭,ワ,ɰa,固
アシスト,アシスト,aɕisɯto,外
頭金,アタマキン,atamakiɴ,混
あやす,アヤス,ajasɯ,和
伊勢丹,イセタン,isetaɴ,固
いとおしい,イトオシイ,itoːɕiː,和
エイ,エイ,eː,固
奥地,オクチ,okɯt͡ɕi,混
教え込む,オシエコム,oɕiekomɯ,和
オーク,オーク,oːkɯ,外
屈み込む,カガミコム,kaɡamikomɯ,和
気違い,キチガイ,kit͡ɕiɡai,混
給仕,キュウジ,kʲɯːʑi,漢
郭,クルワ,kɯɾɯɰa,和
グレース,グレース,ɡɯɾeːsɯ,固
コピペ,コピペ,kopipe,外
座長,ザチョウ,zat͡ɕoː,漢
史実,シジツ,ɕiʑit͡sɯ,漢
死する,シスル,ɕisɯɾɯ,混
取水,シュスイ,ɕɯsɯi,漢
シンサク,シンサク,ɕiĩsakɯ,固
心療,シンリョウ,ɕinɾʲoː,漢
自他,ジタ,d͡ʑita,漢
純米,ジュンマイ,d͡ʑɯmmai,漢
水夫,スイフ,sɯiɸɯ,漢
大樹,タイジュ,taiʑɯ,漢
弾頭,ダントウ,dantoː,漢
勤まる,ツトマル,t͡sɯtomaɾɯ,和
テンプレート,テンプレート,tempɯɾeːto,外
怒,ド,do,漢
同校,ドウコウ,doːkoː,漢
ナガノ,ナガノ,naɡano,固
パラダイス,パラダイス,paɾadaisɯ,外
本島,ホントウ,hontoː,漢
無害,ムガイ,mɯɡai,漢
名産,メイサン,meːsaɴ,漢
明文,メイブン,meːbɯɴ,漢
目,モク,mokɯ,漢
モルヒネ,モルヒネ,moɾɯçine,外
焼き付ける,ヤキツケル,jakit͡sɯkeɾɯ,和
ユウゾウ,ユウゾウ,jɯːzoː,固
ユキチ,ユキチ,jɯkit͡ɕi,固
ヨリコ,ヨリコ,joɾiko,固
ＩＲ,アイアール,aiaːɾɯ,記号
息衝く,イキヅク,ikizɯkɯ,和
打ち勝つ,ウチカツ,ɯt͡ɕikat͡sɯ,和
ＮＴ,エヌティー,enɯteːi,記号
エメラルド,エメラルド,emeɾaɾɯdo,外
大目,オオメ,oːme,和
オブチ,オブチ,obɯt͡ɕi,固
ＯＰＥＣ,オペック,opekkɯ,固
思い止まる,オモイトドマル,omoitodomaɾɯ,和
改宗,カイシュウ,kaiɕɯː,漢
干魃,カンバツ,kambat͡sɯ,漢
刻み,キザミ,kizami,和
キャッチャー,キャッチャー,kʲatt͡ɕaː,外
強靭,キョウジン,kʲoːʑiɴ,漢
食い違う,クイチガウ,kɯit͡ɕiɡaɯ,和
グレープフルーツ,グレープフルーツ,ɡɯɾeːpɯɸɯɾɯːt͡sɯ,外
ゲン,ゲン,ɡeɴ,固
高所,コウショ,koːɕo,漢
紅潮,コウチョウ,koːt͡ɕoː,漢
後発,コウハツ,koːhat͡sɯ,漢
下がり,サガリ,saɡaɾi,和
主将,シュショウ,ɕɯɕoː,漢
信じ込む,シンジコム,ɕind͡ʑikomɯ,混
親身,シンミ,ɕimmi,混
次号,ジゴウ,d͡ʑiɡoː,漢
詰め寄る,ツメヨル,t͡sɯmejoɾɯ,和
トキコ,トキコ,tokiko,固
トランジスタ,トランジスタ,toɾand͡ʑisɯta,外
動的,ドウテキ,doːteki,漢
読解,ドッカイ,dokkai,漢
ドリフト,ドリフト,doɾiɸɯto,外
難関,ナンカン,naŋkaɴ,漢
農学,ノウガク,noːɡakɯ,漢
波紋,ハモン,hamoɴ,漢
半生,ハンセイ,haɰ̃seː,漢
パトリック,パトリック,patoɾikkɯ,固
筆跡,ヒッセキ,çisseki,漢
冷や汗,ヒヤアセ,çijaːse,和
ヒライ,ヒライ,çiɾai,固
ビューティー,ビューティー,bʲɯːteːi,外
老ける,フケル,ɸɯkeɾɯ,和
縁取る,フチドル,ɸɯt͡ɕidoɾɯ,和
フランツ,フランツ,ɸɯɾant͡sɯ,固
フリル,フリル,ɸɯɾiɾɯ,外
マサチューセッツ,マサチューセッツ,masat͡ɕɯːsett͡sɯ,固
未曾有,ミゾウ,mizoː,漢
ミタ,ミタ,mita,固
ミツノリ,ミツノリ,mit͡sɯnoɾi,固
ミヤ,ミヤ,mija,固
明晰,メイセキ,meːseki,漢
銘々,メイメイ,meːmeː,漢
モリシタ,モリシタ,moɾiɕita,固
安売り,ヤスウリ,jasɯːɾi,和
アーケード,アーケード,aːkeːdo,外
エンジニアリング,エンジニアリング,end͡ʑiɲiaɾiŋɡɯ,外
温,オン,oɴ,漢
各党,カクトウ,kakɯtoː,漢
貫禄,カンロク,kanɾokɯ,漢
外形,ガイケイ,ɡaikeː,漢
餓死,ガシ,ɡaɕi,漢
キャビネット,キャビネット,kʲabinetto,外
クマ,クマ,kɯma,固
再審,サイシン,saiɕiɴ,漢
策略,サクリャク,sakɯɾʲakɯ,漢
仕返し,シカエシ,ɕikaeɕi,和
試乗,シジョウ,ɕiʑoː,漢
親睦,シンボク,ɕimbokɯ,漢
神妙,シンミョウ,ɕimmʲoː,漢
ジャパニーズ,ジャパニーズ,d͡ʑapaɲiːzɯ,外
ジャンク,ジャンク,d͡ʑaŋkɯ,外
持論,ジロン,d͡ʑiɾoɴ,漢
据え置き,スエオキ,sɯeoki,和
談笑,ダンショウ,daɰ̃ɕoː,漢
盗,トウ,toː,漢
とっとと,トットト,tottoto,和
墓場,ハカバ,hakaba,和
鋼,ハガネ,haɡane,和
花言葉,ハナコトバ,hanakotoba,和
花々,ハナバナ,hanabana,和
腫れ,ハレ,haɾe,和
ヒダカ,ヒダカ,çidaka,固
ビンラディン,ビンラディン,binɾadeːɴ,固
ファイアーウォール,ファイアーウォール,ɸɯaiaːɯoːɾɯ,外
分家,ブンケ,bɯŋke,漢
彷彿,ホウフツ,hoːɸɯt͡sɯ,漢
マッシュルーム,マッシュルーム,maɕɕɯɾɯːmɯ,外
マッハ,マッハ,mahha,外
ミタカ,ミタカ,mitaka,固
耳打ち,ミミウチ,mimiɯt͡ɕi,和
木炭,モクタン,mokɯtaɴ,漢
脇役,ワキヤク,ɰakijakɯ,混
